class,text
e,"특히 얼굴 피부와 양쪽 눈꺼풀결막에서 나타난 울혈 및 점출혈은 경정맥이 완전히 폐쇄되고,"
i,"1 피고인이 피해자 1에게 오토바이를 빌려달라고 하였으나 거절당하자, 오른손에 들고 있던 줄칼을 칼날이 주먹 아래로 향하도록 잡고서 피해자의 목 부위를 겨냥해서 힘껏 내리찍었으나, 피해자가 이를 피했던 점,"
w,자기의 행위로 인하여 타인의 사망이라는 결과를 발생시킬 만한 가능성 또는 위험이 있음을 인식하거나 예견하면 충분하며
ic,따라서 피고인 및 변호인의 이 부분 주장은 받아들이지 아니한다.
d,"⑤ 피고인은 피해자가 로또 복권 1등에 당첨 이후 피고인에게 심한 폭언을 하고,"
i,"이 사건 당시 피고인은 피해자를 막무가내로 구타하고, 피해자가 이에 저항하는 등"
d,나. 피고인은 피해자와 함께 1주일간 여름휴가를 보내기로 하고 2012. 7. 28.부터 2012. 8. 3.까지 강원 홍천군 서석면 수하리에 있는 눌언동계곡의 응달말교 상류 70m 지점에서 텐트를 치고 야영을 하였다.
d,"2 L는 2010. 11.경 위 차량을 담보로 피고인에게 1,200만 원을 대출해 주었고,"
i,경찰이 곧바로 제지하지 않았더라면 피해자는 피고인의 갑작스러운 식칼 공격을 방어하기 곤란하였던 점과
w,그 인식이나 예견은확정적인 것은 물론 불확정적인 것이라도 이른바 미필적 고의로 인정되는 것인바
i,"{설령, 피고인이 피해자와 머리채를 잡고 몸싸움을 하던 중 피해자가 이빨로 피고인의 팔뚝을 물고 놓지 않아 피해자의 옆구리를 찌른 것이라고 하더라도"
ic,따라서 피고인 및 변호인의 위 주장은 받아들이지 아니한다.
w,자기의 행위로 인하여 타인의 사망의 결과를 발생시킬 만한 가능성 또는 위험이 있음을 인식하거나 예견하면 족한 것이고
d,"조수석 '다시방(글러브박스)' 내에 있는 목장갑을 가지고 차량에서 나와 이 사건 차량을 농수로에 빠지도록 한 다음 목장갑에 라이터로 불을 붙인 후 차량 내부로 던져 불을 내었다.""라는 취지로 반복하여 일관되게 진술하였다."
c,피해자들을 살해하려는 고의나 목적이 없었다.
d,"① 피고인은 천안시 서북구 B아파트 C호에 거주하여 왔고,"
d,5) 피해자는 다발성 뇌혈관 협착 진단을 받고
d,몸통에는 하나의 둔기(원형봉 추정)로 같은 자리를 반복해서 폭행당하여 발생된 것으로 보이는 큰 멍자국이 발견되었다.
e,"칼끝이 위쪽을 향해 횡경막을 통과하여 심장을 찌른 것이며,"
i,"피고인이 피해자들이 내실에 함께 있는 것을 보고 맥주병을 깨서 내실로 다시 들어온 것이라는 내용의 피해자 F의 진술은 신빙성이 매우 높다고 보이는 점,"
e,현장감식결과보고서에 의하면
i,피고인이 2020. 4. 21. 04:48경부터 05:01경까지 약 13분 동안 바닥에 넘어져 있는 피해자의 상체 위에 올라타서 손을 들어 위에서 아래로 내리치듯이 27회 이상 피해자를 가격하는 모습이 확인된다1.
d,"④ 그러자 피해자는 양손으로 피고인을 잡으려고 하였고,"
b,( 대법원 2011. 5. 26. 선고 2011도1902 판결 등 참조).
c,이 사건 범행 당시 피고인에게는 살인의 고의가 없었다.
u,이러한 진술을 종합하여 보면
d,"이에 피해자가 ""지랄한다. 니가 돈을 다 맡겼냐""라고 응수하자, 피고인은 ""안 맡겼어?""라고 반문했고,"
w,"경험칙과 논리법칙에 위반되지 아니하는 한 간접증거에 의하여 형성되어도 되는 것이며,"
b,"( 대법원 2006. 4. 14. 선고 2006도734 판결, 대법원 2001. 3. 9. 선고 2000도5590 판결 등 참조)."
i,"피고인은 이와 같이 피해자의 머리를 쇠파이프로 가격하면서 기절만 시킬 생각이었지,"
b,"( 대법원 2002. 2. 8. 선고 2001도6425 판결 등 참조),"
w,"살피건대, 살인의 고의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야만 인정되는 것은 아니고,"
w,자기의 행위로 인하여 타인의 사망이라는 결과를 발생시킬 만한 가능성 또는 위험이 있음을 인식하거나 예견하면 족한 것이며
i,"이에 대하여 피고인은 귀가하기 위하여 자전거를 세워둔 'F부동산'으로 간 것일 뿐이라고 주장하나,"
e,"대뇌에서 부분적으로 형성된 지주막하출혈이 관찰되었으며,"
b,(대법원 2006. 4. 14. 선고 2006도 734 판결 등 참조).
w,"증거의 증명력은 법관의 자유판단에 맡겨져 있으나 그 판단은 논리와 경험칙에 합치하여야 하고,"
i,"2 피고인이피해자 Col 잠든 새벽에 피해자 C에게 사전에 연락도 없이 칼을 들고 찾아가, 그의 주거에 불을 지르고 피해자 C, E에게 칼을 취두르며 범행을 저지른 점 등에 비추어 보면,"
c,피해자를 살해하려고 한 것은 아니다.
d,"4 피해자 B은 수사기관에서, 피고인이 무작정 칼을 휘둘러 그 칼을 빼앗아야 한다는 생각밖에 들지 않았고,"
b,(대법원 2017. 1. 12. 선고 2016도15470 판결 등 참조).
d,형님이 팔로 막았던 것이 조금 기억이 납니다.
i,피해자를 찌른 후 계속 B를 찾아다녔거나
ic,따라서 살인의 범의가 없었다는 피고인과 변호인의 주장은 이유 없다.
w,"단지 상해 또는 폭행의 범의만 있었을 뿐이라고 다투는 경우에 피고인에게 범행 당시 살인의 범의가 있었는지는 피고인이 범행에 이르게 된 경위, 범행의 동기, 준비된 흉기의 유무·종류·용법, 공격의 부위와 반복성, 사망의 결과발생 가능성 정도 등 범행 전후의 객관적인 사정을 종합하여 판단하여야 한다"
d,"또한, 칼이 찔린 곳의 입구 길이는 2.3㎝이고,"
d,"피고인이 칼로 자신의 목을 긋고, 팔을 찍은 것은 기억하는데 옆구리를 찌른 것은 잘 기억이 나지 않는다."
d,인천 미추홀구 M사거리 방면으로 이동하면서 과도를 버리고
w,"가. 살인의 범의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야 인정되는 것은 아니고,"
i,피고인의 주장과 달리 피고인은 피해자를 살해할 범행도구로 사용하기 위하여 식칼을 준비한 것으로 보일 뿐이다.
i,"위와 같은 행동들이 심신미약 상태에 있는 자의 행동이라고는 보기어려운 점,"
i,피해자에게 공사대금을 받지 못해 항의하는 차원에서 위협한 것일 뿐
i,"피해자는 살인미수 범행 당시 피고인이 바닥에 놓아둔 망치를 들고 도망가려고 시도하거나 망치를 품에 안고 피고인에게 뺏기지 않으려고 저항하였고,"
e,"피해자를 치료한 의사는 ""피해자가 내원 당시 뇌출혈, 폐 복강 내의 출혈 및 비장 손상으로 인한 출혈 등으로 몸 전체에 많은 피를 흘리고 있었고 그로 인해 저혈량성 쇼크 등으로 2~3시간 내에 사망할 수도 있었던 상황이었다""는 소견을 밝히기도 했다"
ic,따라서 피고인 및 변호인의 위 주장은 받아들이지 아니한다.
i,"피고인은 피해자와 금전 관계 등을 이유로 차 안에서 말다툼을 하면서 피해자에게 겁을 주기 위하여 캠핑용 칼을 들고 몸싸움을 하게 되었는데,"
d,"피해자에게 받을 돈이 3억 2,000만 원에 이른다고 주장하는 등"
i,"1 이 사건 범행 당시 피고인은 피해자와 말다툼을 하다가 감정이 극도로 악화된 상태에서 피해자를 폭행하고 피해자의 목을 조르게 된점,"
ic,피고인의 이 부분 주장은 받아들이기 어렵다.
c,피해자를 살해할 고의가 없었다고 다툰다.
d,"이 사건 기록에 나타난 이 사건 범행의 경위, 수단, 범행전후 피고인의 행동 등 여러 가지 상황에 비추어 보면,"
w,"살인죄에서 살인의 범의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야인정되는 것은 아니고,"
i,"피고인이 사용한 흉기와 가격한 부위, 그 행위태양 등에 비추어 피고인의 공격은 사람의 생명을 해치기에 충분하다."
c,피고인이 위 범행 당시 정신분열상태로 인하여 사물을 변별하거나 의사를 결정할 능력이 없었다고는 보이지 아니하므로
w,그 인식 또는 예견은확정적인 것은 물론 불확정적인 것이라도 이른바 미필적 고의로도 인정된다.
ic,피고인 및 변호인의 주장은 이유 없다.
d,한편 피고인은 지인인 H에게 2018. 11. 5. 01:05경 '내년에는 볼 수 없을 것 같다.
i,피고인이 의도적으로 피해자의 좌측 복부 및 좌측 어깨를 찌르려고 한 것이 아니라
i,"피고인에게 야간 기타 불안한 상태에서 더할 수 없는 공포, 경악, 흥분 또는 당황으로 인하여 정상적인 판단을 도저히 기대할 수 없는 상태였다고 보기도 어렵다."
w,"피해자의 진의에 의한 촉탁이 있음을 인식하는 것도 고의의 내용이 되는바,"
w,"피고인이 살인의 범의를 자백하지 아니하고 상해 또는 폭행의 범의만이 있었을 뿐이라고 다투고 있는 경우에 피고인에게 범행 당시 살인의 범의가 있었는지 여부는 피고인이 범행에이르게 된 경위, 범행의 동기, 준비된 흉기의 유무·종류·용법, 공격의 부위와 반복성,사망의 결과발생가능성 정도, 범행 후에 있어서의 결과회피행동의 유무 등 범행 전후의 객관적인 사정을 종합하여 판단할 수밖에 없다"
i,"피해자 B 및 E 등에게 지속적으로 위협적인 연락을 취하거나,"
c,피해자를 살해할 고의가 없었다.
d,"피해자가 피고인이 쥐고 있던 칼을 뺐기 위해 저항하는 사이 피고인이 땅바닥에 넘어졌으며,"
c,"피고인이 범행 당시 사물을 변별할능력이나 의사를 결정할 능력이 미약한 상태에 있었다고는 보이지 아니하므로,"
w,"자기의 행위로 인하여 타인의 사망이라는 결과를 발생시킬 만한 가능성 또는 위험이 있음을 인식하거나 예견하면 족한 것이며 그 인식이나 예견은 확정적인 것은 물론 불확정적인 것이라도 이른바 미필적 고의로 인정되는 것인바,"
b,(대법원 2006. 4. 14. 선고 2006도734 판결등 참조).
e,"오른쪽 엄지손가락에서 약 1cm, 왼손 2번째 손가락에서 약 2.1cm 가량의 방어 손상으로 보이는 절창이 확인된다."
d,"1) 전남 신안군 ○○면 ○○리 000-0에 있는 주거지에 피고인과 피해자만이 함께 거주하였고,"
u,"이 사건 범행의 경위,범행 전후의 피고인의 행동에 비추어 보면,"
i,당시 현장 상황 등에 비추어 보면
i,이미 피해자가 피범벅이 될 정도로 상해를 입은 상황에서도 피고인은 강철(골프채 머리)로 피해자의 머리와 어깨 부위 등을 반복하여 무차별적으로 가격한 것으로 보인다.
d,"7 피고인은 검찰에서 119신고를 하게 된 경위에 대하여 ""어떻게 해야 될지 당황해 하고 있었고, 피해자가 피를 너무 많이 홀려서 죽을 것 같았습니다."
i,회칼을 제자리에 가져다 놓기까지 한점등
d,"2) 피해자가 위와 같은 연락을 확인한 뒤인 2018. 9. 29. 09:10경 자신의 주거지 앞으로 나와 그곳에 주차되어 있던 자신의 차량 트렁크를 열고 짐을 정리하기 시작하였는데,"
w,"피고인이 범행 당시 살인의 범의는 없었고 단지 상해 또는 폭행의 범의만 있었을뿐이라고 다투는 경우에 피고인에게 범행 당시 살인의 범의가 있었는지 여부는 피고인이 범행에 이르게 된 경위, 범행의 동기, 준비된 흉기의 유무· 종류·용법, 공격의 부위와 반복성, 사망의 결과 발생 가능성 정도 등"
i,칼날의 대부분이 들어간 정도로 깊다.
d,"나) 피고인은 위 식당에서 나와 같은 날 19:55경 근처 마트에서 식칼을 구입하였고,"
d,"죽을 수도 있다는 생각을 하긴 했는데,"
d,"심각한 뉘앙스의 말을 한 적이 있다고 진술하였으며,"
d,"경찰 조사 당시의 진술도 당시의 상황에 대해 피해자로부터 들어서 알고 있는 사실을 진술한 것이고,"
i,"앞으로도 계속하여 추가적인 치료와 수술,간병이 필요할 정도의 심각한 상해를 입은 사실,"
d,계속하여 칼을 휘둘러 피해자가 이를 피하는 과정에서 어깨 부위를 찔렸다는 취지로 진술하였다.
b,(대법원 2007. 2. 8. 선고 2006도 7900판결 등 참조).
d,"피고인은 빠루로 피해자의 다리와 등부위를 2-3회 가량 치고,"
d,"(증거기록 제287쪽, 제304쪽, 제306쪽, 제307쪽)."
d,죽어.'라고 소리치며 계속하여 소주병을 피해자의 머리에 내리쳐 깬 뒤 깨진 병 조각으로 피해자의 목 부위를 여러 차례 찔렀다.
i,날은 물론 자루도 상당히 긴데다가
d,처음부터 피해자를 칼로 찌르려고 한 것은 아니다.
w,"그 인식이나 예견은 확정적인 것은물론 불확정적인 것이라도 이른바 미필적 고의로 인정되는 것인바,"
